filename,leaf_count,Age
mustard/p1/d1/L1/mustard_p1_d1_L1_0.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_15.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_30.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_45.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_60.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_75.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_90.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_105.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_120.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_135.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_150.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_165.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_180.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_195.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_210.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_225.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_240.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_255.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_270.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_285.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_300.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_315.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_330.png,2,1
mustard/p1/d1/L1/mustard_p1_d1_L1_345.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_0.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_15.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_30.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_45.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_60.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_75.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_90.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_105.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_120.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_135.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_150.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_165.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_180.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_195.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_210.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_225.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_240.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_255.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_270.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_285.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_300.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_315.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_330.png,2,1
mustard/p1/d1/L2/mustard_p1_d1_L2_345.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_0.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_15.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_30.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_45.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_60.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_75.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_90.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_105.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_120.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_135.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_150.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_165.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_180.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_195.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_210.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_225.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_240.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_255.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_270.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_285.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_300.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_315.png,2,1
mustard/p1/d1/L3/mustard_p1_d1_L3_330.png,2,1
