filename,leaf_count,Age
wheat/p1/d1/L1/wheat_p1_d1_L1_0.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_15.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_30.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_45.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_60.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_75.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_90.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_105.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_120.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_135.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_150.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_165.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_180.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_195.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_210.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_225.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_240.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_255.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_270.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_285.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_300.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_315.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_330.png,1,1
wheat/p1/d1/L1/wheat_p1_d1_L1_345.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_0.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_15.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_30.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_45.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_60.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_75.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_90.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_105.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_120.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_135.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_150.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_165.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_180.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_195.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_210.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_225.png,1,1
wheat/p1/d1/L2/wheat_p1_d1_L2_240.png,1,1
